instance,description,status,plan,error
instance-569.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on d.
d is on c.",ok,"unstack a from b;
put down a;
unstack b from c;
put down b;
unstack c from d;
put down c;
pick up d;
stack d on c;
pick up b;
stack b on d;
",
instance-570.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on a.",ok,"unstack c from a;
put down c;
pick up b;
stack b on a;
",
instance-571.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on c.",ok,"unstack a from b;
put down a;
unstack b from d;
stack b on c;
",
instance-572.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.
d is on c.",ok,"unstack d from c;
put down d;
unstack c from b;
put down c;
unstack b from a;
put down b;
pick up d;
stack d on c;
pick up a;
stack a on d;
",
instance-573.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
d is on a.",ok,"unstack d from c;
put down d;
unstack c from b;
put down c;
unstack b from a;
put down b;
pick up d;
stack d on a;
",
instance-574.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on c.
c is on a.",ok,"unstack a from b;
put down a;
pick up c;
stack c on a;
pick up b;
stack b on c;
",
instance-575.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on d.
c is on b.
d is on a.",ok,"unstack c from b;
put down c;
unstack b from a;
put down b;
pick up d;
stack d on a;
pick up b;
stack b on d;
pick up c;
stack c on b;
",
instance-576.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on b.
d is on c.",ok,"unstack b from d;
put down b;
unstack c from a;
put down c;
pick up a;
stack a on b;
pick up d;
stack d on c;
",
instance-577.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.
b is on c.",ok,"unstack b from c;
put down b;
unstack c from a;
put down c;
pick up a;
stack a on d;
pick up b;
stack b on c;
",
instance-578.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
b is on d.",ok,"unstack c from a;
put down c;
unstack a from b;
stack a on c;
",
instance-579.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.
d is on b.",ok,"unstack a from d;
put down a;
unstack d from c;
stack d on b;
pick up a;
stack a on d;
",
instance-580.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on c.
c is on a.",ok,"unstack d from c;
put down d;
unstack c from b;
put down c;
unstack b from a;
put down b;
pick up c;
stack c on a;
pick up b;
stack b on c;
",
instance-581.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on a.
c is on b.
d is on c.",ok,"unstack a from b;
put down a;
unstack b from d;
stack b on a;
unstack d from c;
put down d;
pick up c;
stack c on b;
pick up d;
stack d on c;
",
instance-582.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on b.
c is on d.",ok,"unstack a from c;
stack a on b;
pick up c;
stack c on d;
",
instance-583.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on b.",ok,"unstack d from a;
put down d;
unstack a from c;
put down a;
unstack c from b;
put down c;
pick up a;
stack a on b;
",
instance-584.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
c is on a.",ok,"unstack d from c;
put down d;
pick up c;
stack c on a;
",
instance-585.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on b.
b is on c.
d is on a.",ok,"pick up b;
stack b on c;
unstack a from d;
stack a on b;
pick up d;
stack d on a;
",
instance-586.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on a.
c is on d.
d is on b.",ok,"unstack a from b;
put down a;
unstack b from c;
stack b on a;
unstack c from d;
put down c;
pick up d;
stack d on b;
pick up c;
stack c on d;
",
instance-587.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on b.
c is on a.
d is on c.",ok,"unstack a from c;
stack a on b;
pick up c;
stack c on a;
pick up d;
stack d on c;
",
instance-588.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on b.",ok,"unstack c from b;
put down c;
unstack b from a;
put down b;
unstack a from d;
stack a on b;
",
instance-589.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
d is on b.",ok,"unstack d from a;
put down d;
unstack a from b;
put down a;
unstack b from c;
put down b;
pick up a;
stack a on c;
pick up d;
stack d on b;
",
instance-590.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
c is on b.",ok,"unstack b from c;
put down b;
unstack c from d;
stack c on b;
",
instance-591.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on b.
c is on d.
d is on a.",ok,"unstack c from b;
put down c;
unstack b from a;
put down b;
unstack a from d;
stack a on b;
pick up d;
stack d on a;
pick up c;
stack c on d;
",
instance-592.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
b is on a.",ok,"unstack a from b;
stack a on c;
pick up b;
stack b on a;
",
instance-593.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on d.
c is on a.
d is on c.",ok,"unstack b from c;
stack b on d;
pick up c;
stack c on a;
unstack b from d;
put down b;
pick up d;
stack d on c;
pick up b;
stack b on d;
",
instance-594.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
c is on d.",ok,"unstack a from c;
put down a;
unstack c from b;
put down c;
unstack b from d;
put down b;
pick up c;
stack c on d;
pick up a;
stack a on c;
",
instance-595.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.
b is on a.
d is on c.",ok,"unstack b from c;
put down b;
unstack c from a;
put down c;
unstack a from d;
put down a;
pick up d;
stack d on c;
pick up a;
stack a on d;
pick up b;
stack b on a;
",
instance-596.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on a.
c is on b.",ok,"unstack d from c;
put down d;
pick up b;
stack b on a;
pick up c;
stack c on b;
",
instance-597.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.
b is on c.
d is on b.",ok,"unstack d from b;
put down d;
pick up a;
stack a on d;
pick up b;
stack b on c;
unstack a from d;
put down a;
pick up d;
stack d on b;
pick up a;
stack a on d;
",
instance-598.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
c is on d.
d is on a.",ok,"unstack b from a;
put down b;
pick up d;
stack d on a;
pick up c;
stack c on d;
",
instance-599.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
d is on b.",ok,"unstack c from d;
put down c;
unstack a from b;
stack a on c;
pick up d;
stack d on b;
",
instance-600.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on b.
c is on d.",ok,"unstack d from b;
put down d;
unstack b from c;
put down b;
pick up a;
stack a on b;
pick up c;
stack c on d;
",
instance-601.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
b is on d.
c is on b.",ok,"pick up b;
stack b on d;
unstack a from c;
put down a;
pick up c;
stack c on b;
pick up a;
stack a on c;
",
instance-602.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on b.
d is on a.",ok,"unstack b from a;
put down b;
unstack a from d;
stack a on b;
pick up d;
stack d on a;
",
instance-603.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.
b is on a.
c is on b.",ok,"unstack b from a;
put down b;
pick up a;
stack a on d;
pick up b;
stack b on a;
pick up c;
stack c on b;
",
instance-604.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on b.
b is on c.
c is on d.",ok,"unstack c from d;
put down c;
unstack d from a;
put down d;
pick up a;
stack a on b;
pick up c;
stack c on d;
unstack a from b;
put down a;
pick up b;
stack b on c;
pick up a;
stack a on b;
",
instance-605.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
c is on a.
d is on c.",ok,"unstack a from d;
put down a;
pick up c;
stack c on a;
pick up d;
stack d on c;
",
instance-606.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on c.
d is on a.",ok,"unstack c from a;
put down c;
unstack a from d;
put down a;
unstack d from b;
stack d on a;
pick up b;
stack b on c;
",
instance-607.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.
b is on c.",ok,"unstack c from a;
put down c;
unstack a from d;
put down a;
unstack d from b;
put down d;
pick up b;
stack b on c;
pick up a;
stack a on d;
",
instance-608.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on b.
b is on c.
c is on d.",ok,"unstack a from d;
stack a on b;
unstack d from c;
put down d;
pick up c;
stack c on d;
unstack a from b;
put down a;
pick up b;
stack b on c;
pick up a;
stack a on b;
",
instance-609.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.
c is on a.
d is on b.",ok,"unstack c from d;
put down c;
unstack d from b;
put down d;
unstack b from a;
put down b;
pick up c;
stack c on a;
pick up d;
stack d on b;
unstack c from a;
put down c;
pick up a;
stack a on d;
pick up c;
stack c on a;
",
instance-610.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on d.
c is on a.
d is on c.",ok,"pick up c;
stack c on a;
unstack d from b;
stack d on c;
pick up b;
stack b on d;
",
instance-611.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.
c is on b.
d is on c.",ok,"unstack a from d;
put down a;
unstack d from b;
put down d;
unstack b from c;
put down b;
pick up c;
stack c on b;
pick up d;
stack d on c;
pick up a;
stack a on d;
",
instance-612.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on d.
c is on b.
d is on a.",ok,"unstack c from d;
put down c;
unstack b from a;
put down b;
pick up c;
stack c on b;
pick up d;
stack d on a;
unstack c from b;
put down c;
pick up b;
stack b on d;
pick up c;
stack c on b;
",
instance-613.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on b.
b is on d.
d is on c.",ok,"unstack a from d;
stack a on b;
pick up d;
stack d on c;
unstack a from b;
put down a;
pick up b;
stack b on d;
pick up a;
stack a on b;
",
instance-614.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on b.
b is on d.",ok,"unstack d from a;
put down d;
pick up b;
stack b on d;
unstack a from c;
stack a on b;
",
instance-615.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
c is on d.",ok,"unstack c from a;
put down c;
unstack a from d;
put down a;
pick up c;
stack c on d;
pick up a;
stack a on c;
",
instance-616.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
b is on a.
d is on b.",ok,"unstack c from a;
put down c;
unstack a from b;
stack a on c;
unstack b from d;
stack b on a;
pick up d;
stack d on b;
",
instance-617.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
c is on b.",ok,"unstack d from b;
put down d;
pick up c;
stack c on b;
pick up a;
stack a on c;
",
instance-618.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on b.
c is on d.
d is on a.",ok,"unstack c from a;
put down c;
unstack a from d;
stack a on b;
pick up d;
stack d on a;
pick up c;
stack c on d;
",
instance-619.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on c.
d is on b.",ok,"unstack c from b;
put down c;
unstack b from a;
stack b on c;
unstack a from d;
put down a;
pick up d;
stack d on b;
",
instance-620.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
c is on d.",ok,"unstack d from c;
put down d;
unstack c from a;
stack c on d;
unstack a from b;
stack a on c;
",
instance-621.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on b.
c is on a.
d is on c.",ok,"unstack c from b;
put down c;
pick up d;
stack d on c;
unstack b from a;
put down b;
pick up a;
stack a on b;
unstack d from c;
put down d;
pick up c;
stack c on a;
pick up d;
stack d on c;
",
instance-622.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
c is on a.",ok,"unstack d from a;
put down d;
unstack c from b;
stack c on a;
",
instance-623.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.",ok,"unstack c from d;
put down c;
pick up a;
stack a on d;
",
instance-624.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.
c is on b.
d is on c.",ok,"unstack b from c;
put down b;
pick up a;
stack a on d;
pick up c;
stack c on b;
unstack a from d;
put down a;
pick up d;
stack d on c;
pick up a;
stack a on d;
",
instance-625.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on b.
b is on d.
c is on a.",ok,"unstack d from a;
put down d;
unstack b from c;
stack b on d;
pick up a;
stack a on b;
pick up c;
stack c on a;
",
instance-626.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.
c is on b.
d is on c.",ok,"unstack c from a;
put down c;
unstack a from b;
put down a;
unstack b from d;
put down b;
pick up a;
stack a on d;
pick up c;
stack c on b;
unstack a from d;
put down a;
pick up d;
stack d on c;
pick up a;
stack a on d;
",
instance-627.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on d.
c is on b.
d is on a.",ok,"unstack c from d;
put down c;
pick up b;
stack b on d;
pick up c;
stack c on b;
",
instance-628.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on a.
d is on b.",ok,"unstack a from b;
put down a;
unstack b from d;
stack b on a;
pick up d;
stack d on b;
",
instance-629.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
c is on b.",ok,"unstack a from b;
put down a;
unstack c from d;
stack c on b;
",
instance-630.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on d.",ok,"unstack a from d;
put down a;
pick up b;
stack b on d;
",
instance-631.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
c is on d.
d is on b.",ok,"unstack c from a;
stack c on d;
unstack a from b;
put down a;
unstack c from d;
put down c;
pick up d;
stack d on b;
pick up c;
stack c on d;
",
instance-632.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
d is on c.",ok,"unstack a from b;
put down a;
unstack b from c;
put down b;
unstack c from d;
put down c;
pick up d;
stack d on c;
",
instance-633.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
c is on b.
d is on a.",ok,"unstack b from c;
put down b;
unstack c from d;
stack c on b;
pick up a;
stack a on c;
pick up d;
stack d on a;
",
instance-634.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
b is on d.
d is on a.",ok,"unstack a from b;
put down a;
unstack d from c;
put down d;
pick up b;
stack b on d;
pick up a;
stack a on c;
unstack b from d;
put down b;
pick up d;
stack d on a;
pick up b;
stack b on d;
",
instance-635.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.
c is on a.
d is on b.",ok,"unstack d from b;
put down d;
unstack b from c;
put down b;
pick up c;
stack c on a;
pick up d;
stack d on b;
unstack c from a;
put down c;
pick up a;
stack a on d;
pick up c;
stack c on a;
",
instance-636.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.
b is on c.
d is on b.",ok,"unstack c from a;
put down c;
unstack b from d;
stack b on c;
pick up d;
stack d on b;
pick up a;
stack a on d;
",
instance-637.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.
b is on a.
d is on c.",ok,"unstack c from b;
put down c;
pick up b;
stack b on a;
pick up d;
stack d on c;
unstack b from a;
put down b;
pick up a;
stack a on d;
pick up b;
stack b on a;
",
instance-638.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on b.
b is on c.
c is on d.",ok,"pick up a;
stack a on b;
pick up c;
stack c on d;
unstack a from b;
put down a;
pick up b;
stack b on c;
pick up a;
stack a on b;
",
